miRNA_Acc.,Target_Genes,Total_Interactions,Mean_Expectation,Median_Expectation,Minimum_Expectation,Interactions_LE_1,Interactions_LE_2,Interactions_LE_3,Cleavage_Interactions,Translation_Repression_Interactions
sly-miR397,162,163,3.98159509202454,4.5,0.5,8,16,27,137,26
ddi-miR-7095-5p,161,183,4.278688524590164,4.5,2.0,0,2,14,128,55
zma-miR159e-5p,161,176,4.082386363636363,4.0,1.5,0,3,21,140,36
mes-miR2275,161,175,4.057142857142857,4.0,1.0,3,4,23,144,31
pab-miR396a,161,170,3.985294117647059,4.0,2.0,0,1,29,160,10
vvi-miR396a,161,170,3.985294117647059,4.0,2.0,0,1,29,160,10
gma-miR9725,161,169,4.118343195266272,4.0,2.5,0,0,17,148,21
ppt-miR1075,161,169,4.229289940828402,4.5,2.0,0,1,11,122,47
aly-miR395d-3p,161,168,4.279761904761905,4.5,1.5,0,3,8,155,13
aly-miR395e-3p,161,168,4.279761904761905,4.5,1.5,0,3,8,155,13
aly-miR395g-3p,161,168,4.279761904761905,4.5,1.5,0,3,8,155,13
ath-miR395a,161,168,4.279761904761905,4.5,1.5,0,3,8,155,13
ath-miR395d,161,168,4.279761904761905,4.5,1.5,0,3,8,155,13
ath-miR395e,161,168,4.279761904761905,4.5,1.5,0,3,8,155,13
bna-miR395a,161,168,4.279761904761905,4.5,1.5,0,3,8,155,13
bna-miR395b,161,168,4.279761904761905,4.5,1.5,0,3,8,155,13
bna-miR395c,161,168,4.279761904761905,4.5,1.5,0,3,8,155,13
bra-miR395a-3p,161,168,4.279761904761905,4.5,1.5,0,3,8,155,13
bra-miR395b-3p,161,168,4.279761904761905,4.5,1.5,0,3,8,155,13
bra-miR395c-3p,161,168,4.279761904761905,4.5,1.5,0,3,8,155,13
bra-miR395d-3p,161,168,4.279761904761905,4.5,1.5,0,3,8,155,13
cme-miR395a,161,168,4.279761904761905,4.5,1.5,0,3,8,155,13
cme-miR395d,161,168,4.279761904761905,4.5,1.5,0,3,8,155,13
cme-miR395e,161,168,4.279761904761905,4.5,1.5,0,3,8,155,13
cme-miR395f,161,168,4.279761904761905,4.5,1.5,0,3,8,155,13
csi-miR395,161,168,4.279761904761905,4.5,1.5,0,3,8,155,13
gma-miR395a,161,168,4.279761904761905,4.5,1.5,0,3,8,155,13
gma-miR395b,161,168,4.279761904761905,4.5,1.5,0,3,8,155,13
gma-miR395c,161,168,4.279761904761905,4.5,1.5,0,3,8,155,13
mdm-miR395a,161,168,4.279761904761905,4.5,1.5,0,3,8,155,13
mdm-miR395b,161,168,4.279761904761905,4.5,1.5,0,3,8,155,13
mdm-miR395c,161,168,4.279761904761905,4.5,1.5,0,3,8,155,13
mdm-miR395d,161,168,4.279761904761905,4.5,1.5,0,3,8,155,13
mdm-miR395e,161,168,4.279761904761905,4.5,1.5,0,3,8,155,13
mdm-miR395f,161,168,4.279761904761905,4.5,1.5,0,3,8,155,13
mdm-miR395g,161,168,4.279761904761905,4.5,1.5,0,3,8,155,13
mdm-miR395h,161,168,4.279761904761905,4.5,1.5,0,3,8,155,13
mdm-miR395i,161,168,4.279761904761905,4.5,1.5,0,3,8,155,13
mes-miR395a,161,168,4.279761904761905,4.5,1.5,0,3,8,155,13
mes-miR395b,161,168,4.279761904761905,4.5,1.5,0,3,8,155,13
mes-miR395c,161,168,4.279761904761905,4.5,1.5,0,3,8,155,13
mes-miR395d,161,168,4.279761904761905,4.5,1.5,0,3,8,155,13
nta-miR395a,161,168,4.279761904761905,4.5,1.5,0,3,8,155,13
nta-miR395b,161,168,4.279761904761905,4.5,1.5,0,3,8,155,13
nta-miR395c,161,168,4.279761904761905,4.5,1.5,0,3,8,155,13
ptc-miR395b,161,168,4.279761904761905,4.5,1.5,0,3,8,155,13
ptc-miR395c,161,168,4.279761904761905,4.5,1.5,0,3,8,155,13
ptc-miR395d,161,168,4.279761904761905,4.5,1.5,0,3,8,155,13
ptc-miR395e,161,168,4.279761904761905,4.5,1.5,0,3,8,155,13
ptc-miR395f,161,168,4.279761904761905,4.5,1.5,0,3,8,155,13
ptc-miR395g,161,168,4.279761904761905,4.5,1.5,0,3,8,155,13
ptc-miR395h,161,168,4.279761904761905,4.5,1.5,0,3,8,155,13
ptc-miR395i,161,168,4.279761904761905,4.5,1.5,0,3,8,155,13
ptc-miR395j,161,168,4.279761904761905,4.5,1.5,0,3,8,155,13
ptc-miR395k,161,168,4.279761904761905,4.5,1.5,0,3,8,155,13
rco-miR395a,161,168,4.279761904761905,4.5,1.5,0,3,8,155,13
rco-miR395b,161,168,4.279761904761905,4.5,1.5,0,3,8,155,13
rco-miR395c,161,168,4.279761904761905,4.5,1.5,0,3,8,155,13
rco-miR395d,161,168,4.279761904761905,4.5,1.5,0,3,8,155,13
rco-miR395e,161,168,4.279761904761905,4.5,1.5,0,3,8,155,13
stu-miR395a,161,168,4.279761904761905,4.5,1.5,0,3,8,155,13
stu-miR395b,161,168,4.279761904761905,4.5,1.5,0,3,8,155,13
stu-miR395c,161,168,4.279761904761905,4.5,1.5,0,3,8,155,13
stu-miR395d,161,168,4.279761904761905,4.5,1.5,0,3,8,155,13
stu-miR395e,161,168,4.279761904761905,4.5,1.5,0,3,8,155,13
stu-miR395f,161,168,4.279761904761905,4.5,1.5,0,3,8,155,13
stu-miR395g,161,168,4.279761904761905,4.5,1.5,0,3,8,155,13
stu-miR395h,161,168,4.279761904761905,4.5,1.5,0,3,8,155,13
stu-miR395i,161,168,4.279761904761905,4.5,1.5,0,3,8,155,13
stu-miR395j,161,168,4.279761904761905,4.5,1.5,0,3,8,155,13
tcc-miR395a,161,168,4.279761904761905,4.5,1.5,0,3,8,155,13
tcc-miR395b,161,168,4.279761904761905,4.5,1.5,0,3,8,155,13
vun-miR395,161,168,4.279761904761905,4.5,1.5,0,3,8,155,13
vvi-miR395a,161,168,4.279761904761905,4.5,1.5,0,3,8,155,13
vvi-miR395b,161,168,4.279761904761905,4.5,1.5,0,3,8,155,13
vvi-miR395c,161,168,4.279761904761905,4.5,1.5,0,3,8,155,13
vvi-miR395d,161,168,4.279761904761905,4.5,1.5,0,3,8,155,13
vvi-miR395e,161,168,4.279761904761905,4.5,1.5,0,3,8,155,13
vvi-miR395f,161,168,4.279761904761905,4.5,1.5,0,3,8,155,13
vvi-miR395g,161,168,4.279761904761905,4.5,1.5,0,3,8,155,13
vvi-miR395h,161,168,4.279761904761905,4.5,1.5,0,3,8,155,13
vvi-miR395i,161,168,4.279761904761905,4.5,1.5,0,3,8,155,13
vvi-miR395j,161,168,4.279761904761905,4.5,1.5,0,3,8,155,13
vvi-miR395k,161,168,4.279761904761905,4.5,1.5,0,3,8,155,13
vvi-miR395l,161,168,4.279761904761905,4.5,1.5,0,3,8,155,13
vvi-miR395m,161,168,4.279761904761905,4.5,1.5,0,3,8,155,13
gma-miR166i-5p,161,167,4.479041916167665,4.5,2.5,0,0,4,144,23
tcc-miR530a,161,165,4.206060606060606,4.5,0.5,3,6,13,106,59
zma-miR827-5p,161,165,4.21969696969697,4.5,2.0,0,1,6,138,27
gma-miR394a-3p,161,163,4.42638036809816,4.5,3.0,0,0,5,130,33
ptc-miR530b,161,163,4.08282208588957,4.0,1.0,2,7,15,95,68
ppt-miR902h-5p,161,161,4.270186335403727,4.5,2.5,0,0,6,134,27
ppt-miR902i-5p,161,161,4.270186335403727,4.5,2.5,0,0,6,134,27
osa-miR1854-5p,160,183,4.296448087431694,4.5,2.0,0,2,16,166,17
ath-miR5012,160,172,4.090116279069767,4.0,1.5,0,2,16,139,33
ath-miR5016,160,168,4.130952380952381,4.0,2.0,0,2,20,134,34
osa-miR1858a,160,168,4.2648809523809526,4.25,2.5,0,0,7,66,102
osa-miR1858b,160,168,4.2648809523809526,4.25,2.5,0,0,7,66,102
ppt-miR1222a,160,168,4.199404761904762,4.5,2.5,0,0,14,151,17
gma-miR169j-3p,160,167,4.3293413173652695,4.5,3.0,0,0,4,128,39
stu-miR827-5p,160,167,4.212574850299402,4.5,2.5,0,0,16,138,29
osa-miR1850.1,160,166,4.280120481927711,4.5,0.5,1,3,14,153,13
ahy-miR159,160,165,4.224242424242425,4.5,0.5,4,7,13,130,35
aly-miR159a-3p,160,165,4.224242424242425,4.5,0.5,4,7,13,130,35
ath-miR159a,160,165,4.224242424242425,4.5,0.5,4,7,13,130,35
bna-miR159,160,165,4.224242424242425,4.5,0.5,4,7,13,130,35
bra-miR159a,160,165,4.224242424242425,4.5,0.5,4,7,13,130,35
cme-miR159a,160,165,4.224242424242425,4.5,0.5,4,7,13,130,35
cpa-miR159a,160,165,4.224242424242425,4.5,0.5,4,7,13,130,35
csi-miR159,160,165,4.224242424242425,4.5,0.5,4,7,13,130,35
gma-miR159a-3p,160,165,4.224242424242425,4.5,0.5,4,7,13,130,35
gma-miR159e-3p,160,165,4.224242424242425,4.5,0.5,4,7,13,130,35
hbr-miR159a,160,165,4.224242424242425,4.5,0.5,4,7,13,130,35
htu-miR159a,160,165,4.224242424242425,4.5,0.5,4,7,13,130,35
mes-miR159a,160,165,4.224242424242425,4.5,0.5,4,7,13,130,35
mes-miR159b,160,165,4.224242424242425,4.5,0.5,4,7,13,130,35
mtr-miR159a,160,165,4.224242424242425,4.5,0.5,4,7,13,130,35
nta-miR159,160,165,4.224242424242425,4.5,0.5,4,7,13,130,35
ptc-miR159a,160,165,4.224242424242425,4.5,0.5,4,7,13,130,35
ptc-miR159b,160,165,4.224242424242425,4.5,0.5,4,7,13,130,35
pvu-miR159a.1,160,165,4.224242424242425,4.5,0.5,4,7,13,130,35
rco-miR159,160,165,4.224242424242425,4.5,0.5,4,7,13,130,35
sly-miR159,160,165,4.224242424242425,4.5,0.5,4,7,13,130,35
vvi-miR159c,160,165,4.224242424242425,4.5,0.5,4,7,13,130,35
ata-miR396b-3p,160,164,4.246951219512195,4.5,2.5,0,0,5,127,37
mtr-miR5204,160,164,4.173780487804878,4.5,2.5,0,0,14,147,17
osa-miR3979-3p,160,164,4.1814024390243905,4.0,1.5,0,1,13,144,20
osa-miR5827,160,164,4.254573170731708,4.5,1.5,0,1,7,141,23
cme-miR396e,160,163,4.1503067484662575,4.0,2.0,0,1,17,154,9
mdm-miR396f,160,163,4.1503067484662575,4.0,2.0,0,1,17,154,9
mdm-miR396g,160,163,4.1503067484662575,4.0,2.0,0,1,17,154,9
ptc-miR396f,160,163,4.1503067484662575,4.0,2.0,0,1,17,154,9
mtr-miR5266,160,162,4.561728395061729,4.5,2.0,0,1,3,135,27
osa-miR2275d,159,175,3.9985714285714287,4.0,1.0,1,3,31,155,20
gma-miR1514b-5p,159,171,4.2105263157894735,4.5,2.0,0,1,11,138,33
ath-miR413,159,169,4.088757396449704,4.0,2.0,0,1,20,138,31
sbi-miR1435b,159,168,4.336309523809524,4.5,2.5,0,0,8,130,38
aly-miR3445-5p.2,159,167,4.520958083832335,4.5,3.0,0,0,3,133,34
ath-miR773a,159,167,4.104790419161676,4.0,2.5,0,0,16,141,26
aly-miR774b-5p,159,165,4.115151515151515,4.0,2.0,0,4,18,133,32
vvi-miR477b-3p,159,165,4.245454545454545,4.5,2.5,0,0,11,160,5
bdi-miR159c,159,164,4.201219512195122,4.5,2.5,0,0,11,136,28
bdi-miR2275b,159,164,4.096036585365853,4.0,2.5,0,0,17,151,13
gra-miR8718,159,164,4.222560975609756,4.25,2.5,0,0,8,131,33
gra-miR8746,159,164,4.245426829268292,4.5,1.5,0,2,8,142,22
osa-miR2864.2,159,163,4.263803680981595,4.5,2.0,0,2,10,131,32
hvu-miR6202,159,162,4.2407407407407405,4.5,2.5,0,0,7,113,49
mtr-miR2642,159,162,4.058641975308642,4.0,1.0,2,2,19,131,31
zma-miR172c-5p,159,162,4.327160493827161,4.5,1.5,0,1,11,147,15
aqc-miR530,159,161,4.049689440993789,4.0,1.0,2,7,15,101,60
bdi-miR159a-3p,159,161,4.295031055900621,4.5,1.5,0,4,11,127,34
gra-miR7494d,159,161,4.437888198757764,4.5,2.5,0,0,6,143,18
ppt-miR395,159,161,4.419254658385094,4.5,1.0,1,1,6,143,18
gma-miR9726,158,167,4.158682634730539,4.5,1.5,0,1,25,132,35
smo-miR1097,158,167,4.023952095808383,4.0,1.5,0,2,25,150,17
aly-miR172d-5p,158,165,4.053030303030303,4.0,1.5,0,3,19,143,22
ath-miR172d-5p,158,165,4.053030303030303,4.0,1.5,0,3,19,143,22
pab-miR3709a,158,165,4.33939393939394,4.5,2.0,0,1,14,151,14
aly-miR3445-3p.1,158,164,4.204268292682927,4.0,2.5,0,0,16,133,31
zma-miR159h-3p,158,164,4.182926829268292,4.5,1.0,1,5,17,138,26
zma-miR159i-3p,158,164,4.182926829268292,4.5,1.0,1,5,17,138,26
mtr-miR2597,158,163,4.242331288343558,4.5,2.5,0,0,10,146,17
osa-miR166l-5p,158,163,4.2392638036809815,4.5,2.5,0,0,9,133,30
osa-miR3979-5p,158,163,4.374233128834356,4.5,3.0,0,0,6,123,40
zma-miR395k-3p,158,162,4.253086419753086,4.5,2.5,0,0,9,139,23
dpr-miR397,158,161,4.077639751552795,4.5,1.5,0,5,23,134,27
gma-miR5677,158,161,4.307453416149069,4.5,2.0,0,1,9,90,71
ptc-miR397b,158,161,4.077639751552795,4.5,1.5,0,5,23,134,27
aly-miR165a-5p,158,160,4.359375,4.5,1.5,0,1,8,138,22
ata-miR171a-5p,158,160,4.428125,4.5,1.5,0,1,7,149,11
ppt-miR319d-5p.1,158,159,4.283018867924528,4.5,2.5,0,0,9,127,32
ath-miR847,157,178,3.889044943820225,4.0,2.0,0,1,35,163,15
ptc-miR6457b,157,167,4.161676646706587,4.5,2.0,0,1,15,146,21
aly-miR166g-5p,157,165,4.345454545454546,4.5,2.5,0,0,5,137,28
gma-miR166h-5p,157,165,4.345454545454546,4.5,2.5,0,0,5,137,28
gma-miR166j-5p,157,165,4.345454545454546,4.5,2.5,0,0,5,137,28
stu-miR166c-5p,157,165,4.345454545454546,4.5,2.5,0,0,5,137,28
mtr-miR2630a,157,164,4.1692073170731705,4.5,2.0,0,1,17,126,38
mtr-miR2630b,157,164,4.1692073170731705,4.5,2.0,0,1,17,126,38
mtr-miR2630c,157,164,4.1692073170731705,4.5,2.0,0,1,17,126,38
mtr-miR2630d,157,164,4.1692073170731705,4.5,2.0,0,1,17,126,38
mtr-miR2630e,157,164,4.1692073170731705,4.5,2.0,0,1,17,126,38
mtr-miR2630f,157,164,4.1692073170731705,4.5,2.0,0,1,17,126,38
mtr-miR2630g,157,164,4.1692073170731705,4.5,2.0,0,1,17,126,38
mtr-miR2630h,157,164,4.1692073170731705,4.5,2.0,0,1,17,126,38
mtr-miR2630i,157,164,4.1692073170731705,4.5,2.0,0,1,17,126,38
mtr-miR2630j,157,164,4.1692073170731705,4.5,2.0,0,1,17,126,38
mtr-miR2630k,157,164,4.1692073170731705,4.5,2.0,0,1,17,126,38
mtr-miR2630l,157,164,4.1692073170731705,4.5,2.0,0,1,17,126,38
mtr-miR2630m,157,164,4.1692073170731705,4.5,2.0,0,1,17,126,38
mtr-miR2630n,157,164,4.1692073170731705,4.5,2.0,0,1,17,126,38
mtr-miR2630o,157,164,4.1692073170731705,4.5,2.0,0,1,17,126,38
mtr-miR2630p,157,164,4.1692073170731705,4.5,2.0,0,1,17,126,38
mtr-miR2630q,157,164,4.1692073170731705,4.5,2.0,0,1,17,126,38
mtr-miR2630r,157,164,4.1692073170731705,4.5,2.0,0,1,17,126,38
mtr-miR2630s,157,164,4.1692073170731705,4.5,2.0,0,1,17,126,38
mtr-miR2630t,157,164,4.1692073170731705,4.5,2.0,0,1,17,126,38
mtr-miR2630u,157,164,4.1692073170731705,4.5,2.0,0,1,17,126,38
mtr-miR2630v,157,164,4.1692073170731705,4.5,2.0,0,1,17,126,38
mtr-miR2630w,157,164,4.1692073170731705,4.5,2.0,0,1,17,126,38
mtr-miR2630x,157,164,4.1692073170731705,4.5,2.0,0,1,17,126,38
mtr-miR2630y,157,164,4.1692073170731705,4.5,2.0,0,1,17,126,38
aly-miR172a-5p,157,162,4.185185185185185,4.5,2.0,0,1,18,146,16
mtr-miR5558-3p,157,162,4.20679012345679,4.5,1.5,0,2,17,117,45
pde-miR159,157,162,4.157407407407407,4.5,2.0,0,5,17,128,34
bdi-miR7776-5p.1,157,161,4.416149068322981,4.5,3.0,0,0,5,150,11
ahy-miR394,157,158,4.4145569620253164,4.5,1.5,0,1,10,118,40
aly-miR394a-5p,157,158,4.4145569620253164,4.5,1.5,0,1,10,118,40
aly-miR394b-5p,157,158,4.4145569620253164,4.5,1.5,0,1,10,118,40
ata-miR394-5p,157,158,4.4145569620253164,4.5,1.5,0,1,10,118,40
ath-miR394a,157,158,4.4145569620253164,4.5,1.5,0,1,10,118,40
ath-miR394b-5p,157,158,4.4145569620253164,4.5,1.5,0,1,10,118,40
bdi-miR394,157,158,4.4145569620253164,4.5,1.5,0,1,10,118,40
bna-miR394a,157,158,4.4145569620253164,4.5,1.5,0,1,10,118,40
bna-miR394b,157,158,4.4145569620253164,4.5,1.5,0,1,10,118,40
cca-miR394,157,158,4.4145569620253164,4.5,1.5,0,1,10,118,40
cme-miR394a,157,158,4.4145569620253164,4.5,1.5,0,1,10,118,40
cme-miR394b,157,158,4.4145569620253164,4.5,1.5,0,1,10,118,40
cpa-miR394a,157,158,4.4145569620253164,4.5,1.5,0,1,10,118,40
cpa-miR394b,157,158,4.4145569620253164,4.5,1.5,0,1,10,118,40
csi-miR394,157,158,4.4145569620253164,4.5,1.5,0,1,10,118,40
ghr-miR394a,157,158,4.4145569620253164,4.5,1.5,0,1,10,118,40
ghr-miR394b,157,158,4.4145569620253164,4.5,1.5,0,1,10,118,40
gma-miR394a-5p,157,158,4.4145569620253164,4.5,1.5,0,1,10,118,40
gma-miR394b-5p,157,158,4.4145569620253164,4.5,1.5,0,1,10,118,40
gma-miR394c-5p,157,158,4.4145569620253164,4.5,1.5,0,1,10,118,40
gma-miR394d,157,158,4.4145569620253164,4.5,1.5,0,1,10,118,40
gma-miR394e,157,158,4.4145569620253164,4.5,1.5,0,1,10,118,40
gma-miR394f,157,158,4.4145569620253164,4.5,1.5,0,1,10,118,40
gma-miR394g,157,158,4.4145569620253164,4.5,1.5,0,1,10,118,40
mdm-miR394a,157,158,4.4145569620253164,4.5,1.5,0,1,10,118,40
mdm-miR394b,157,158,4.4145569620253164,4.5,1.5,0,1,10,118,40
mes-miR394a,157,158,4.4145569620253164,4.5,1.5,0,1,10,118,40
mes-miR394b,157,158,4.4145569620253164,4.5,1.5,0,1,10,118,40
nta-miR394,157,158,4.4145569620253164,4.5,1.5,0,1,10,118,40
osa-miR394,157,158,4.4145569620253164,4.5,1.5,0,1,10,118,40
ptc-miR394a-5p,157,158,4.4145569620253164,4.5,1.5,0,1,10,118,40
ptc-miR394b-5p,157,158,4.4145569620253164,4.5,1.5,0,1,10,118,40
sbi-miR394a,157,158,4.4145569620253164,4.5,1.5,0,1,10,118,40
sbi-miR394b,157,158,4.4145569620253164,4.5,1.5,0,1,10,118,40
sly-miR394-5p,157,158,4.4145569620253164,4.5,1.5,0,1,10,118,40
ssl-miR394,157,158,4.4145569620253164,4.5,1.5,0,1,10,118,40
stu-miR384-5p,157,158,4.4145569620253164,4.5,1.5,0,1,10,118,40
tcc-miR394a,157,158,4.4145569620253164,4.5,1.5,0,1,10,118,40
tcc-miR394b,157,158,4.4145569620253164,4.5,1.5,0,1,10,118,40
vvi-miR394b,157,158,4.4145569620253164,4.5,1.5,0,1,10,118,40
zma-miR394a-5p,157,158,4.4145569620253164,4.5,1.5,0,1,10,118,40
zma-miR394b-5p,157,158,4.4145569620253164,4.5,1.5,0,1,10,118,40
gra-miR8785,156,173,4.161849710982659,4.5,2.0,0,1,15,151,22
ath-miR5650,156,172,4.223837209302325,4.0,2.5,0,0,13,140,32
ppt-miR1074,156,165,4.3969696969696965,4.5,2.0,0,1,4,138,27
aly-miR3447-3p,156,163,4.262269938650307,4.5,2.0,0,2,12,142,21
ptc-miR6462a,156,163,4.147239263803681,4.0,2.0,0,1,15,128,35
ptc-miR6462b,156,163,4.147239263803681,4.0,2.0,0,1,15,128,35
ptc-miR6462c-3p,156,163,4.147239263803681,4.0,2.0,0,1,15,128,35
ptc-miR6462d,156,163,4.147239263803681,4.0,2.0,0,1,15,128,35
gma-miR5780d,156,162,4.157407407407407,4.5,2.0,0,1,21,148,14
gra-miR8661,156,162,4.135802469135802,4.0,2.5,0,0,14,141,21
rgl-miR7798,156,162,4.515432098765432,4.5,1.5,0,1,1,136,26
smo-miR1085-3p,156,162,4.348765432098766,4.5,2.5,0,0,8,126,36
smo-miR1088-3p,156,162,3.8919753086419755,4.0,1.5,0,10,33,155,7
aly-miR4236,156,161,4.27639751552795,4.5,3.0,0,0,8,131,30
ppt-miR902k-5p,156,161,4.142857142857143,4.0,2.5,0,0,15,124,37
ppt-miR902l-5p,156,161,4.142857142857143,4.0,2.5,0,0,15,124,37
mtr-miR2619b-5p,156,160,4.190625,4.25,2.5,0,0,14,121,39
mtr-miR7696d-5p,156,160,4.371875,4.5,2.5,0,0,9,115,45
gma-miR1507c-5p,156,159,4.221698113207547,4.0,1.5,0,3,8,132,27
lja-miR7545,156,159,4.430817610062893,4.5,2.5,0,0,7,126,33
osa-miR397b,156,159,4.09433962264151,4.5,1.0,4,12,23,130,29
aly-miR172e-5p,156,158,4.189873417721519,4.5,1.5,0,3,11,130,28
ath-miR172b-5p,156,158,4.189873417721519,4.5,1.5,0,3,11,130,28
ath-miR172e-5p,156,158,4.189873417721519,4.5,1.5,0,3,11,130,28
hbr-miR6485,156,158,4.443037974683544,4.5,3.0,0,0,4,144,14
vvi-miR3633a-5p,156,158,4.341772151898734,4.5,2.5,0,0,11,143,15
stu-miR6024-3p,155,173,3.86271676300578,4.0,2.0,0,9,41,132,41
osa-miR2864.1,155,168,4.169642857142857,4.0,2.5,0,0,13,111,57
tae-miR2275-3p,155,166,4.024096385542169,4.0,1.0,3,4,23,139,27
aly-miR3448-3p,155,165,4.137878787878788,4.0,2.5,0,0,26,152,13
hbr-miR396a,155,165,3.996969696969697,4.0,2.0,0,2,32,147,18
esi-miR3468-3p,155,164,4.079268292682927,4.0,2.5,0,0,25,128,36
hme-miR-9b,155,163,4.251533742331288,4.5,2.0,0,4,14,149,14
pab-miR397,155,163,3.9723926380368098,4.0,0.5,5,14,27,134,29
ddi-miR-7131b,155,162,4.327160493827161,4.5,2.0,0,1,11,145,17
aly-miR856-3p,155,161,4.217391304347826,4.5,2.0,0,1,11,145,16
mtr-miR5234,155,161,4.254658385093168,4.5,2.0,0,1,14,139,22
ptc-miR7819,155,160,4.275,4.5,1.5,0,1,14,106,54
ata-miR9674b-3p,155,159,4.1918238993710695,4.5,2.0,0,2,13,122,37
cpa-miR159b,155,159,4.264150943396227,4.5,1.5,0,4,11,135,24
cre-miR1160.1,155,159,4.449685534591195,4.5,2.5,0,0,6,140,19
mdm-miR159a,155,159,4.264150943396227,4.5,1.5,0,4,11,135,24
mdm-miR159b,155,159,4.264150943396227,4.5,1.5,0,4,11,135,24
osa-miR530-5p,155,159,4.182389937106918,4.5,0.5,3,6,13,104,55
cre-miR917,155,158,4.496835443037975,4.5,2.5,0,0,10,114,44
mdm-miR397a,155,158,3.901898734177215,4.0,0.0,12,18,27,127,31
mdm-miR397b,155,158,3.901898734177215,4.0,0.0,12,18,27,127,31
mtr-miR166e-5p,155,158,4.268987341772152,4.5,2.5,0,0,11,123,35
mtr-miR2658,155,158,4.408227848101266,4.5,2.0,0,2,6,139,19
mtr-miR5751,155,158,4.110759493670886,4.0,2.0,0,1,21,134,24
osa-miR166h-5p,155,158,4.268987341772152,4.5,2.5,0,0,11,123,35
osa-miR395t,155,158,4.329113924050633,4.5,2.0,0,2,7,134,24
zma-miR166m-5p,155,158,4.268987341772152,4.5,2.5,0,0,11,123,35
ath-miR5662,155,157,4.429936305732484,4.5,2.5,0,0,8,127,30
cre-miR1167,155,157,4.334394904458598,4.5,2.5,0,0,7,133,24
ddi-miR-7131c-3p,155,157,4.213375796178344,4.5,1.5,0,1,12,131,26
tae-miR5048-5p,154,190,4.060526315789474,4.0,1.0,1,1,18,186,4
ath-miR774b-3p,154,168,4.092261904761905,4.0,2.0,0,2,21,156,12
aly-miR156h-3p,154,166,4.174698795180723,4.5,2.5,0,0,15,116,50
bdi-miR395f-5p,154,162,4.148148148148148,4.5,2.0,0,2,15,132,30
ath-miR1886.2,154,161,4.107142857142857,4.0,2.0,0,1,10,137,24
ath-miR4243,154,161,4.217391304347826,4.5,2.0,0,1,12,131,30
ata-miR9674c-5p,154,160,4.1375,4.5,1.0,1,2,20,117,43
osa-miR319a-3p.2-3p,154,159,4.537735849056604,4.5,2.5,0,0,6,137,22
osa-miR319b,154,159,4.537735849056604,4.5,2.5,0,0,6,137,22
sbi-miR319a,154,159,4.537735849056604,4.5,2.5,0,0,6,137,22
sbi-miR319b,154,159,4.537735849056604,4.5,2.5,0,0,6,137,22
zma-miR319a-3p,154,159,4.537735849056604,4.5,2.5,0,0,6,137,22
zma-miR319b-3p,154,159,4.537735849056604,4.5,2.5,0,0,6,137,22
zma-miR319c-3p,154,159,4.537735849056604,4.5,2.5,0,0,6,137,22
zma-miR319d-3p,154,159,4.537735849056604,4.5,2.5,0,0,6,137,22
gra-miR172a,154,157,4.202229299363057,4.5,1.5,0,2,13,141,16
osa-miR444d.3,154,156,4.118589743589744,4.5,2.0,0,2,20,135,21
ssp-miR444b.1,154,156,4.118589743589744,4.5,2.0,0,2,20,135,21
csi-miR396c,154,154,4.387987012987013,4.5,2.5,0,0,6,112,42
lja-miR7530,153,178,4.219101123595506,4.5,2.0,0,4,21,156,22
gra-miR530b,153,167,4.050898203592815,4.0,1.0,3,7,19,146,21
zma-miR395o-5p,153,166,4.009036144578313,4.0,2.0,0,3,27,142,24
bdi-miR5059,153,165,4.336363636363636,4.5,1.0,1,1,11,149,16
ath-miR8179,153,163,4.193251533742331,4.5,2.0,0,2,10,140,23
bra-miR5720,153,162,4.317901234567901,4.5,2.5,0,0,14,133,29
cre-miR1156.2,153,162,4.20679012345679,4.5,1.5,0,1,9,137,25
bdi-miR395p-5p,153,160,4.3,4.5,2.5,0,0,8,136,24
osa-miR1438,153,160,4.171875,4.0,2.5,0,0,18,136,24
gma-miR530b,153,159,4.185534591194968,4.5,1.0,2,6,16,94,65
gma-miR530c,153,159,4.185534591194968,4.5,1.0,2,6,16,94,65
gma-miR530d,153,159,4.185534591194968,4.5,1.0,2,6,16,94,65
gma-miR530e,153,159,4.185534591194968,4.5,1.0,2,6,16,94,65
ptc-miR7816,153,159,4.216981132075472,4.0,2.5,0,0,8,130,29
gra-miR827b,153,158,4.310126582278481,4.5,2.5,0,0,11,121,37
ptc-miR7814,153,158,4.341772151898734,4.5,2.5,0,0,14,149,9
mtr-miR5248,153,157,4.3312101910828025,4.5,2.5,0,0,6,135,22
gma-miR9760,153,156,4.184294871794871,4.0,2.0,0,1,11,118,38
gra-miR7484c,153,156,4.381410256410256,4.5,2.5,0,0,4,140,16
pab-miR396b,153,156,4.153846153846154,4.0,2.0,0,1,17,148,8
pab-miR396c,153,156,4.153846153846154,4.0,2.0,0,1,17,148,8
ptc-miR396g-5p,153,156,4.153846153846154,4.0,2.0,0,1,17,148,8
tcc-miR396d,153,156,4.153846153846154,4.0,2.0,0,1,17,148,8
cre-miR909.3,153,155,4.290322580645161,4.5,2.5,0,0,10,125,30
aly-miR156g-3p,152,170,4.264705882352941,4.5,2.0,0,2,14,158,12
ppt-miR1078,152,163,4.127300613496932,4.0,2.5,0,0,16,147,16
hbr-miR476,152,161,4.180124223602484,4.5,1.5,0,1,15,151,10
ptc-miR6464,152,160,4.175,4.0,2.5,0,0,8,131,29
