Gene_ID	Metabolite_Category	Description	SwissProt_Hit	NR_Hit	GOs	KEGG_Pathway
CcGene_19965	Acyltransferase	diacylglycerol O-acyltransferase	sp|K7K424|DAT2D_SOYBN	XP_017246125.1	GO:0003674,GO:0003824,GO:0004144,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005783,GO:0005789,GO:0005811,GO:0006629,GO:0006638,GO:0006639,GO:0006641,GO:0006996,GO:0008150,GO:0008152,GO:0008374,GO:0008610,GO:0009058,GO:0009987,GO:0012505,GO:0016020,GO:0016043,GO:0016411,GO:0016740,GO:0016746,GO:0016747,GO:0019432,GO:0031984,GO:0034389,GO:0042175,GO:0043226,GO:0043227,GO:0043228,GO:0043229,GO:0043231,GO:0043232,GO:0044237,GO:0044238,GO:0044249,GO:0044255,GO:0044422,GO:0044424,GO:0044425,GO:0044432,GO:0044444,GO:0044446,GO:0044464,GO:0045017,GO:0046460,GO:0046463,GO:0046486,GO:0071704,GO:0071840,GO:0098827,GO:1901576	ko00561,ko04975,map00561,map04975
CcGene_20004	Cytochrome P450	Belongs to the cytochrome P450 family	sp|O48786|C734A_ARATH	WOG96639.1	GO:0003674,GO:0003824,GO:0004497,GO:0006629,GO:0008150,GO:0008152,GO:0008202,GO:0008395,GO:0009719,GO:0009725,GO:0009741,GO:0010033,GO:0010268,GO:0010817,GO:0014070,GO:0016128,GO:0016131,GO:0016491,GO:0033993,GO:0042221,GO:0042445,GO:0042592,GO:0044238,GO:0048878,GO:0050896,GO:0055088,GO:0055114,GO:0065007,GO:0065008,GO:0071704,GO:1901360,GO:1901615,GO:1901700	ko00905,map00905
CcGene_20105	Cytochrome P450	Belongs to the cytochrome P450 family	sp|Q9SZ46|C82C4_ARATH	XP_017240774.1	GO:0001666,GO:0003674,GO:0003824,GO:0004497,GO:0005575,GO:0006950,GO:0008150,GO:0008152,GO:0009058,GO:0009628,GO:0009987,GO:0010035,GO:0010038,GO:0010039,GO:0016020,GO:0016491,GO:0016705,GO:0016709,GO:0019748,GO:0033554,GO:0036293,GO:0036294,GO:0042221,GO:0044550,GO:0050896,GO:0051716,GO:0055114,GO:0070482,GO:0070887,GO:0071241,GO:0071248,GO:0071281,GO:0071453,GO:0071456	ko00140,ko01100,ko04913,ko04917,ko04927,ko04934,map00140,map01100,map04913,map04917,map04927,map04934
CcGene_20474	Glycosyltransferase	Belongs to the glycosyltransferase 8 family	sp|Q9LN68|GATL1_ARATH	XP_017245110.1	-	-
CcGene_20798	Glycosyltransferase	Glycosyltransferase	sp|Q9SSE8|GLYT1_ARATH	XP_017247585.1	-	-
CcGene_20945	Glycosyltransferase	Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit	sp|Q9FX21|STT3B_ARATH	XP_017247675.1	GO:0003674,GO:0003824,GO:0004576,GO:0004579,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005783,GO:0005789,GO:0005886,GO:0006464,GO:0006486,GO:0006487,GO:0006807,GO:0008150,GO:0008152,GO:0008250,GO:0009058,GO:0009059,GO:0009100,GO:0009101,GO:0009987,GO:0012505,GO:0016020,GO:0016740,GO:0016757,GO:0016758,GO:0018193,GO:0018196,GO:0018279,GO:0019538,GO:0031984,GO:0032991,GO:0034645,GO:0036211,GO:0042175,GO:0043170,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0043412,GO:0043413,GO:0043687,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044267,GO:0044422,GO:0044424,GO:0044425,GO:0044432,GO:0044444,GO:0044446,GO:0044464,GO:0070085,GO:0071704,GO:0071944,GO:0098796,GO:0098827,GO:1901135,GO:1901137,GO:1901564,GO:1901566,GO:1901576,GO:1902494,GO:1990234	ko00510,ko00513,ko01100,ko04141,map00510,map00513,map01100,map04141
CcGene_21026	Cytochrome P450	cytochrome P450	sp|A0A2Z5D850|C71Z3_PASSA	XP_017251671.1	-	ko00140,ko00380,ko00590,ko00591,ko00830,ko00980,ko01100,ko04212,ko04726,ko04750,ko04913,ko04917,ko04927,ko04934,ko05204,map00140,map00380,map00590,map00591,map00830,map00980,map01100,map04212,map04726,map04750,map04913,map04917,map04927,map04934,map05204
CcGene_21360	Glycosyltransferase	Belongs to the UDP-glycosyltransferase family	sp|K7NBW3|74AC1_SIRGR	XP_017252716.1	GO:0003674,GO:0003824,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006082,GO:0006520,GO:0006725,GO:0006790,GO:0006807,GO:0006950,GO:0006952,GO:0008150,GO:0008152,GO:0008194,GO:0009058,GO:0009072,GO:0009605,GO:0009607,GO:0009617,GO:0009696,GO:0009987,GO:0010029,GO:0010030,GO:0010817,GO:0016043,GO:0016143,GO:0016144,GO:0016740,GO:0016757,GO:0016758,GO:0016999,GO:0017144,GO:0018874,GO:0018958,GO:0019748,GO:0019752,GO:0019757,GO:0019758,GO:0019760,GO:0019761,GO:0032787,GO:0033036,GO:0033037,GO:0033554,GO:0035251,GO:0042445,GO:0042537,GO:0042545,GO:0042742,GO:0043207,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0043436,GO:0044237,GO:0044238,GO:0044249,GO:0044272,GO:0044281,GO:0044424,GO:0044444,GO:0044464,GO:0044550,GO:0045229,GO:0046482,GO:0046527,GO:0047251,GO:0048518,GO:0048580,GO:0048582,GO:0050789,GO:0050793,GO:0050896,GO:0051094,GO:0051179,GO:0051239,GO:0051240,GO:0051641,GO:0051704,GO:0051707,GO:0051716,GO:0052386,GO:0052482,GO:0052542,GO:0052543,GO:0052544,GO:0052545,GO:0052639,GO:0052640,GO:0052641,GO:0065007,GO:0065008,GO:0070727,GO:0071554,GO:0071555,GO:0071704,GO:0071840,GO:0080002,GO:0080043,GO:0080044,GO:0090704,GO:0098542,GO:1900140,GO:1901135,GO:1901137,GO:1901360,GO:1901564,GO:1901566,GO:1901576,GO:1901615,GO:1901657,GO:1901659,GO:2000026	ko00380,ko00966,ko01110,ko01210,map00380,map00966,map01110,map01210
CcGene_21399	Glycosyltransferase	Belongs to the UDP-glycosyltransferase family	sp|Q6VAB3|U85A8_STERE	KAL1802058.1	GO:0003674,GO:0003824,GO:0005575,GO:0005622,GO:0005623,GO:0008194,GO:0015020,GO:0016740,GO:0016757,GO:0016758,GO:0035251,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0044424,GO:0044464,GO:0046527,GO:0080043,GO:0080044	-
CcGene_21506	Glycosyltransferase	Glycosyltransferase	sp|Q3E7Q9|GLYT6_ARATH	KAL1831515.1	-	-
CcGene_21659	Cytochrome P450	cytochrome P450	sp|A0A068Q6L2|C7317_PRUMU	KAK1363186.1	-	ko00590,ko00591,ko01100,ko04212,ko04726,ko04750,ko04913,map00590,map00591,map01100,map04212,map04726,map04750,map04913
CcGene_21660	Cytochrome P450	cytochrome P450	sp|A0A068Q6L2|C7317_PRUMU	KAK1363186.1	-	ko00590,ko00591,ko01100,ko04212,ko04726,ko04750,ko04913,map00590,map00591,map01100,map04212,map04726,map04750,map04913
CcGene_21679	Cytochrome P450	Cytochrome p450	sp|A0A068Q6L2|C7317_PRUMU	XP_017218300.1	-	ko00140,ko00380,ko00590,ko00591,ko00830,ko00980,ko01100,ko04212,ko04726,ko04750,ko04913,ko04917,ko04927,ko04934,ko05204,map00140,map00380,map00590,map00591,map00830,map00980,map01100,map04212,map04726,map04750,map04913,map04917,map04927,map04934,map05204
CcGene_21831	Glycosyltransferase	glycosyltransferase At5g03795	sp|Q9FFN2|GLYT3_ARATH	KAF1002175.1	-	-
CcGene_21920	Glycosyltransferase	Glycosyltransferase family 17	sp|Q02527|MGAT3_RAT	XP_017227001.1	GO:0000139,GO:0003674,GO:0003824,GO:0003830,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005794,GO:0008194,GO:0008375,GO:0012505,GO:0016020,GO:0016021,GO:0016740,GO:0016757,GO:0016758,GO:0031090,GO:0031224,GO:0031984,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0044422,GO:0044424,GO:0044425,GO:0044431,GO:0044444,GO:0044446,GO:0044464,GO:0098588,GO:0098791,GO:0140096,GO:0140103	ko00510,ko01100,map00510,map01100
CcGene_22227	Glycosyltransferase	Belongs to the glycosyltransferase 8 family	sp|Q9FH36|GAUTC_ARATH	KAL1811504.1	GO:0000271,GO:0003674,GO:0003824,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005794,GO:0005975,GO:0005976,GO:0008150,GO:0008152,GO:0008194,GO:0009058,GO:0009059,GO:0009987,GO:0010383,GO:0010410,GO:0010413,GO:0010417,GO:0012505,GO:0016043,GO:0016051,GO:0016740,GO:0016757,GO:0016758,GO:0033692,GO:0034637,GO:0034645,GO:0042546,GO:0043170,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0044036,GO:0044038,GO:0044085,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044262,GO:0044264,GO:0044424,GO:0044444,GO:0044464,GO:0045229,GO:0045491,GO:0045492,GO:0047262,GO:0070589,GO:0070592,GO:0071554,GO:0071555,GO:0071704,GO:0071840,GO:1901576	-
CcGene_22406	Terpene Synthase	Terpene synthase, N-terminal domain	sp|K4LMW2|STS2_THAGA	XP_017240804.1	GO:0003674,GO:0003824,GO:0006629,GO:0006644,GO:0006720,GO:0006721,GO:0006793,GO:0006796,GO:0008150,GO:0008152,GO:0008299,GO:0008610,GO:0009058,GO:0009987,GO:0010333,GO:0010334,GO:0016829,GO:0016835,GO:0016838,GO:0019637,GO:0042214,GO:0044237,GO:0044238,GO:0044249,GO:0044255,GO:0045338,GO:0046246,GO:0047461,GO:0051761,GO:0051762,GO:0071704,GO:1901360,GO:1901362,GO:1901576,GO:1901926,GO:1901928	ko00909,ko01100,ko01110,map00909,map01100,map01110
CcGene_22787	Cytochrome P450	Belongs to the cytochrome P450 family	sp|A0A2Z5D850|C71Z3_PASSA	KAL1826302.1	GO:0000162,GO:0002376,GO:0003674,GO:0003824,GO:0004497,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005739,GO:0005783,GO:0005886,GO:0006082,GO:0006520,GO:0006568,GO:0006576,GO:0006586,GO:0006725,GO:0006790,GO:0006807,GO:0006950,GO:0006952,GO:0006955,GO:0007275,GO:0008150,GO:0008152,GO:0008652,GO:0009058,GO:0009072,GO:0009073,GO:0009308,GO:0009309,GO:0009314,GO:0009416,GO:0009605,GO:0009607,GO:0009617,GO:0009625,GO:0009628,GO:0009639,GO:0009641,GO:0009682,GO:0009683,GO:0009684,GO:0009759,GO:0009850,GO:0009851,GO:0009987,GO:0010114,GO:0010817,GO:0012505,GO:0016020,GO:0016043,GO:0016053,GO:0016143,GO:0016144,GO:0016491,GO:0016705,GO:0016709,GO:0018130,GO:0019438,GO:0019748,GO:0019752,GO:0019757,GO:0019758,GO:0019760,GO:0019761,GO:0022622,GO:0032501,GO:0032502,GO:0032787,GO:0033036,GO:0033037,GO:0033554,GO:0034641,GO:0034754,GO:0042343,GO:0042401,GO:0042430,GO:0042435,GO:0042445,GO:0042446,GO:0042545,GO:0042742,GO:0043207,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0043436,GO:0044106,GO:0044237,GO:0044238,GO:0044249,GO:0044271,GO:0044272,GO:0044281,GO:0044283,GO:0044424,GO:0044444,GO:0044464,GO:0044550,GO:0045087,GO:0045229,GO:0046219,GO:0046394,GO:0046483,GO:0048364,GO:0048731,GO:0048830,GO:0048856,GO:0050896,GO:0051179,GO:0051641,GO:0051704,GO:0051707,GO:0051716,GO:0052386,GO:0052482,GO:0052542,GO:0052543,GO:0052544,GO:0052545,GO:0055114,GO:0065007,GO:0065008,GO:0070727,GO:0071554,GO:0071555,GO:0071704,GO:0071840,GO:0071944,GO:0072330,GO:0098542,GO:0099402,GO:1901135,GO:1901137,GO:1901360,GO:1901362,GO:1901564,GO:1901566,GO:1901576,GO:1901605,GO:1901607,GO:1901657,GO:1901659	ko00140,ko00380,ko00966,ko01100,ko01110,ko01210,ko04913,ko04917,ko04927,ko04934,map00140,map00380,map00966,map01100,map01110,map01210,map04913,map04917,map04927,map04934
CcGene_22797	Glycosyltransferase	glycosyltransferase At3g07620	sp|Q9SSE8|GLYT1_ARATH	KAL1812988.1	-	-
CcGene_22834	Acyltransferase	1-acyl-sn-glycerol-3-phosphate acyltransferase	sp|Q9XFW4|LPAT2_BRANA	KAK1386641.1	-	ko00561,ko00564,ko01100,ko01110,ko04072,map00561,map00564,map01100,map01110,map04072
CcGene_22934	Glycosyltransferase	Glycosyltransferase family 17	sp|Q09327|MGAT3_HUMAN	XP_017232000.1	GO:0000139,GO:0003674,GO:0003824,GO:0003830,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005794,GO:0008194,GO:0008375,GO:0012505,GO:0016020,GO:0016021,GO:0016740,GO:0016757,GO:0016758,GO:0031090,GO:0031224,GO:0031984,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0044422,GO:0044424,GO:0044425,GO:0044431,GO:0044444,GO:0044446,GO:0044464,GO:0098588,GO:0098791,GO:0140096,GO:0140103	ko00510,ko01100,map00510,map01100
CcGene_22938	Cytochrome P450	Cytochrome p450	sp|Q43147|C85A1_SOLLC	XP_017216288.1	GO:0000226,GO:0001578,GO:0003674,GO:0003824,GO:0004497,GO:0006091,GO:0006629,GO:0006694,GO:0006996,GO:0007010,GO:0007017,GO:0007275,GO:0008150,GO:0008152,GO:0008202,GO:0008610,GO:0009058,GO:0009314,GO:0009416,GO:0009628,GO:0009642,GO:0009646,GO:0009647,GO:0009791,GO:0009987,GO:0010268,GO:0010817,GO:0016043,GO:0016125,GO:0016128,GO:0016129,GO:0016131,GO:0016132,GO:0016491,GO:0022900,GO:0032501,GO:0032502,GO:0042445,GO:0042446,GO:0042592,GO:0044237,GO:0044238,GO:0048856,GO:0048878,GO:0050896,GO:0055088,GO:0055114,GO:0065007,GO:0065008,GO:0071704,GO:0071840,GO:1901360,GO:1901362,GO:1901576,GO:1901615,GO:1901617	ko00905,ko01100,ko01110,map00905,map01100,map01110
CcGene_22944	Acyltransferase	Phospholipid diacylglycerol acyltransferase	sp|Q9FNA9|PDAT1_ARATH	XP_017252970.1	GO:0003674,GO:0003824,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005773,GO:0005783,GO:0006629,GO:0006638,GO:0006639,GO:0006641,GO:0008080,GO:0008150,GO:0008152,GO:0008610,GO:0009058,GO:0009987,GO:0012505,GO:0016407,GO:0016410,GO:0016740,GO:0016746,GO:0016747,GO:0019432,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0044237,GO:0044238,GO:0044249,GO:0044255,GO:0044424,GO:0044444,GO:0044464,GO:0045017,GO:0046027,GO:0046460,GO:0046463,GO:0046486,GO:0071704,GO:1901576	ko00561,map00561
CcGene_22987	Glycosyltransferase	UDP-glycosyltransferase 83A1-like	sp|Q9SGA8|U83A1_ARATH	XP_017216512.1	-	-
CcGene_22988	Glycosyltransferase	UDP-glycosyltransferase 83A1-like	sp|Q9SGA8|U83A1_ARATH	KAL1809630.1	GO:0003674,GO:0003824,GO:0005575,GO:0005622,GO:0005623,GO:0008194,GO:0016740,GO:0016757,GO:0016758,GO:0035251,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0044424,GO:0044464,GO:0046527,GO:0080043,GO:0080044	-
CcGene_22994	Acyltransferase	acetyl-CoA C-acyltransferase activity	sp|C8YNG6|KAT1_PETHY	XP_017230692.1	GO:0003674,GO:0003824,GO:0003988,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0005730,GO:0005737,GO:0005739,GO:0005773,GO:0005774,GO:0005777,GO:0006082,GO:0006629,GO:0006631,GO:0006635,GO:0006950,GO:0006996,GO:0007031,GO:0008150,GO:0008152,GO:0009056,GO:0009058,GO:0009062,GO:0009507,GO:0009514,GO:0009536,GO:0009611,GO:0009657,GO:0009694,GO:0009695,GO:0009787,GO:0009789,GO:0009966,GO:0009967,GO:0009987,GO:0010111,GO:0010646,GO:0010647,GO:0010817,GO:0016020,GO:0016042,GO:0016043,GO:0016053,GO:0016054,GO:0016408,GO:0016740,GO:0016746,GO:0016747,GO:0019395,GO:0019752,GO:0023051,GO:0023056,GO:0030258,GO:0031090,GO:0031974,GO:0031981,GO:0032787,GO:0034440,GO:0042445,GO:0042446,GO:0042579,GO:0043226,GO:0043227,GO:0043228,GO:0043229,GO:0043231,GO:0043232,GO:0043233,GO:0043436,GO:0044237,GO:0044238,GO:0044242,GO:0044248,GO:0044249,GO:0044255,GO:0044281,GO:0044282,GO:0044283,GO:0044422,GO:0044424,GO:0044428,GO:0044437,GO:0044444,GO:0044446,GO:0044464,GO:0046394,GO:0046395,GO:0048518,GO:0048522,GO:0048583,GO:0048584,GO:0050789,GO:0050794,GO:0050896,GO:0055114,GO:0065007,GO:0065008,GO:0070013,GO:0071704,GO:0071840,GO:0072329,GO:0072330,GO:0098588,GO:0098805,GO:1901419,GO:1901421,GO:1901575,GO:1901576,GO:1905957,GO:1905959	ko00071,ko00280,ko00592,ko01040,ko01100,ko01110,ko01130,ko01212,ko03320,ko04146,map00071,map00280,map00592,map01040,map01100,map01110,map01130,map01212,map03320,map04146
CcGene_23195	Cytochrome P450	Belongs to the cytochrome P450 family	sp|A0A4D6Q415|CYP1_CROXC	AQY76220.1	GO:0005575,GO:0008150,GO:0008152,GO:0009058,GO:0009719,GO:0009725,GO:0009733,GO:0010033,GO:0016020,GO:0019748,GO:0042221,GO:0044550,GO:0050896	ko00140,ko01100,ko04913,ko04917,ko04927,ko04934,map00140,map01100,map04913,map04917,map04927,map04934
CcGene_23197	Cytochrome P450	Belongs to the cytochrome P450 family	sp|A0A4D6Q415|CYP1_CROXC	XP_017239159.1	GO:0005575,GO:0008150,GO:0008152,GO:0009058,GO:0009719,GO:0009725,GO:0009733,GO:0010033,GO:0016020,GO:0019748,GO:0042221,GO:0044550,GO:0050896	ko00140,ko01100,ko04913,ko04917,ko04927,ko04934,map00140,map01100,map04913,map04917,map04927,map04934
CcGene_23228	Glycosyltransferase	Belongs to the glycosyltransferase 2 family. Plant cellulose synthase subfamily	sp|Q941L0|CESA3_ARATH	XP_074324871.1	GO:0000271,GO:0000278,GO:0000281,GO:0000910,GO:0003674,GO:0003824,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005768,GO:0005794,GO:0005802,GO:0005886,GO:0005911,GO:0005975,GO:0005976,GO:0006073,GO:0006950,GO:0006952,GO:0007049,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009250,GO:0009506,GO:0009832,GO:0009833,GO:0009834,GO:0009987,GO:0012505,GO:0016020,GO:0016051,GO:0016740,GO:0016757,GO:0016758,GO:0016759,GO:0022402,GO:0030054,GO:0030243,GO:0030244,GO:0031410,GO:0031982,GO:0031984,GO:0033692,GO:0034637,GO:0034645,GO:0042546,GO:0043170,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0044042,GO:0044085,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044262,GO:0044264,GO:0044422,GO:0044424,GO:0044431,GO:0044444,GO:0044446,GO:0044464,GO:0046527,GO:0050896,GO:0051273,GO:0051274,GO:0051301,GO:0055044,GO:0061640,GO:0071554,GO:0071669,GO:0071704,GO:0071840,GO:0071944,GO:0097708,GO:0098791,GO:1901576,GO:1903047	-
CcGene_23287	Cytochrome P450	Cytochrome p450	sp|H2DH18|C7A12_PANGI	XP_017255162.1	GO:0003674,GO:0003824,GO:0004497,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005783,GO:0005789,GO:0008150,GO:0008152,GO:0009058,GO:0012505,GO:0016020,GO:0016491,GO:0016705,GO:0016709,GO:0019748,GO:0031090,GO:0031984,GO:0042175,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0044422,GO:0044424,GO:0044425,GO:0044432,GO:0044444,GO:0044446,GO:0044464,GO:0044550,GO:0055114,GO:0098827	-
CcGene_23403	Cytochrome P450	Cytochrome p450	sp|W8JIS5|IO_CATRO	KAL1819504.1	-	-
CcGene_23416	Cytochrome P450	Cytochrome p450	sp|Q9SBQ9|F3PH_PETHY	XP_017232741.1	GO:0005575,GO:0008150,GO:0008152,GO:0009058,GO:0009719,GO:0009725,GO:0009733,GO:0010033,GO:0016020,GO:0019748,GO:0042221,GO:0044550,GO:0050896	ko00140,ko01100,ko04913,ko04917,ko04927,ko04934,map00140,map01100,map04913,map04917,map04927,map04934
CcGene_23432	Glycosyltransferase	UDP-Glycosyltransferase	sp|O64732|U87A1_ARATH	XP_017251899.1	-	-
CcGene_23433	Glycosyltransferase	UDP-Glycosyltransferase	sp|O64732|U87A1_ARATH	XP_017251867.1	GO:0003674,GO:0003824,GO:0005575,GO:0005622,GO:0005623,GO:0008194,GO:0016740,GO:0016757,GO:0016758,GO:0035251,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0044424,GO:0044464,GO:0046527,GO:0080043,GO:0080044	-
CcGene_23434	Glycosyltransferase	UDP-Glycosyltransferase	sp|O64733|U87A2_ARATH	XP_017250154.1	GO:0003674,GO:0003824,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0005737,GO:0005829,GO:0008150,GO:0008194,GO:0009909,GO:0016740,GO:0016757,GO:0016758,GO:0035251,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0044424,GO:0044444,GO:0044464,GO:0046527,GO:0048580,GO:0048831,GO:0050789,GO:0050793,GO:0051239,GO:0065007,GO:0080043,GO:0080044,GO:2000026,GO:2000241	-
CcGene_23441	Cytochrome P450	Peptidyl-prolyl cis-trans isomerase	sp|Q8RWY7|CYP95_ARATH	XP_017228534.1	GO:0000413,GO:0003674,GO:0003755,GO:0003824,GO:0006464,GO:0006807,GO:0008150,GO:0008152,GO:0009987,GO:0016853,GO:0016859,GO:0018193,GO:0018208,GO:0019538,GO:0036211,GO:0043170,GO:0043412,GO:0044237,GO:0044238,GO:0044260,GO:0044267,GO:0071704,GO:0140096,GO:1901564	-
CcGene_23574	Glycosyltransferase	Glycosyltransferase-like protein	-	KAL1834784.1	-	-
CcGene_23587	Cytochrome P450	Belongs to the cytochrome P450 family	sp|Q9LJK2|ABAH4_ARATH	KAL1831596.1	GO:0003674,GO:0003824,GO:0004497,GO:0006629,GO:0006694,GO:0007275,GO:0008150,GO:0008152,GO:0008202,GO:0008610,GO:0009058,GO:0010268,GO:0010295,GO:0010817,GO:0016125,GO:0016128,GO:0016129,GO:0016131,GO:0016132,GO:0016491,GO:0016705,GO:0016709,GO:0032501,GO:0032502,GO:0042445,GO:0042446,GO:0042592,GO:0044238,GO:0048856,GO:0048878,GO:0055088,GO:0055114,GO:0065007,GO:0065008,GO:0071704,GO:1901360,GO:1901362,GO:1901576,GO:1901615,GO:1901617	ko00906,map00906
CcGene_23937	Glycosyltransferase	Belongs to the UDP-glycosyltransferase family	sp|Q9LMF0|U85A5_ARATH	WOG82470.1	GO:0003674,GO:0003824,GO:0005575,GO:0005622,GO:0005623,GO:0008194,GO:0015020,GO:0016740,GO:0016757,GO:0016758,GO:0035251,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0044424,GO:0044464,GO:0046527,GO:0050403,GO:0050502,GO:0080043,GO:0080044	-
CcGene_23989	Glycosyltransferase	Glycosyltransferase	sp|Q9FFN2|GLYT3_ARATH	KAK1392012.1	-	-
CcGene_24091	Cytochrome P450	Cytochrome P450	sp|Q9SZ46|C82C4_ARATH	WOG95801.1	GO:0003674,GO:0003824,GO:0004497,GO:0005575,GO:0008150,GO:0008152,GO:0009058,GO:0009987,GO:0010035,GO:0010038,GO:0010039,GO:0016020,GO:0016491,GO:0016705,GO:0016709,GO:0019748,GO:0042221,GO:0044550,GO:0050896,GO:0051716,GO:0055114,GO:0070887,GO:0071241,GO:0071248,GO:0071281	ko00140,ko01100,ko04913,ko04917,ko04927,ko04934,map00140,map01100,map04913,map04917,map04927,map04934
CcGene_24098	Cytochrome P450	Belongs to the cytochrome P450 family	sp|O48786|C734A_ARATH	KAK1399996.1	GO:0003674,GO:0003824,GO:0004497,GO:0006629,GO:0008150,GO:0008152,GO:0008202,GO:0008395,GO:0009719,GO:0009725,GO:0009741,GO:0010033,GO:0010268,GO:0010817,GO:0014070,GO:0016128,GO:0016131,GO:0016491,GO:0033993,GO:0042221,GO:0042445,GO:0042592,GO:0044238,GO:0048878,GO:0050896,GO:0055088,GO:0055114,GO:0065007,GO:0065008,GO:0071704,GO:1901360,GO:1901615,GO:1901700	ko00905,map00905
CcGene_24218	Glycosyltransferase	Belongs to the glycosyltransferase 2 family	sp|A0AAW1HA02|CSL1_SAPOF	XP_017217810.1	GO:0000271,GO:0000278,GO:0000281,GO:0000910,GO:0003674,GO:0003824,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005794,GO:0005886,GO:0005975,GO:0005976,GO:0006073,GO:0007049,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009250,GO:0009832,GO:0009833,GO:0009987,GO:0012505,GO:0016020,GO:0016051,GO:0016740,GO:0016757,GO:0016758,GO:0016759,GO:0022402,GO:0030243,GO:0030244,GO:0033692,GO:0034637,GO:0034645,GO:0042546,GO:0043170,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0044042,GO:0044085,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044262,GO:0044264,GO:0044424,GO:0044444,GO:0044464,GO:0046527,GO:0051273,GO:0051274,GO:0051301,GO:0061640,GO:0071554,GO:0071669,GO:0071704,GO:0071840,GO:0071944,GO:1901576,GO:1903047	-
CcGene_24272	Acyltransferase	Wax ester synthase-like Acyl-CoA acyltransferase domain	sp|A3QME3|WS1_PETHY	XP_017245116.1	-	-
CcGene_24380	Glycosyltransferase	Belongs to the UDP-glycosyltransferase family	sp|Q6VAB2|U71E1_STERE	XP_017237920.1	GO:0001101,GO:0003674,GO:0003824,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006066,GO:0006082,GO:0006629,GO:0006714,GO:0006720,GO:0006721,GO:0006950,GO:0006970,GO:0008150,GO:0008152,GO:0008194,GO:0008300,GO:0009056,GO:0009628,GO:0009651,GO:0009687,GO:0009719,GO:0009725,GO:0009737,GO:0009987,GO:0010033,GO:0016020,GO:0016042,GO:0016054,GO:0016107,GO:0016115,GO:0016740,GO:0016757,GO:0016758,GO:0019752,GO:0032787,GO:0033993,GO:0035251,GO:0042221,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0043288,GO:0043290,GO:0043436,GO:0044237,GO:0044238,GO:0044242,GO:0044248,GO:0044255,GO:0044281,GO:0044282,GO:0044424,GO:0044444,GO:0044464,GO:0046164,GO:0046345,GO:0046395,GO:0046527,GO:0050896,GO:0071704,GO:0072329,GO:0080043,GO:0080044,GO:0080046,GO:0097305,GO:1901575,GO:1901615,GO:1901616,GO:1901700,GO:1902644	-
CcGene_24425	Glycosyltransferase	Belongs to the UDP-glycosyltransferase family	sp|F8WKW1|UGT2_GARJA	XAV45613.1	-	-
CcGene_24427	Glycosyltransferase	UDP-Glycosyltransferase	sp|F8WKW1|UGT2_GARJA	XP_017221193.1	-	-
CcGene_24428	Glycosyltransferase	UDP-Glycosyltransferase	sp|B2XBQ5|85A19_PRUDU	KAL1805633.1	-	-
CcGene_24635	Terpene Synthase	Terpene synthase family, metal binding domain	sp|Q8L5K3|RLC1_CITLI	XP_017232725.1	-	ko00900,ko01110,map00900,map01110
